categoria_principal,categoria_secundaria,subcategoria,descripcion,formato,tamanio,precio,moneda,unidad_venta
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica sabor cítrico Iso drink,Lata,330 ml,"0,40",€,/ud.
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica naranja Aquarius,Botella,"1,5 L","1,95",€,/ud.
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica naranja Aquarius,8 latas x 330 ml, ,"6,08",€,/pack
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica naranja Aquarius,Lata,330 ml,"0,80",€,/ud.
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica limón Aquarius zero azúcar,Botella,"1,5 L","1,95",€,/ud.
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica de naranja Iso drink,Botella,"1,5 L","1,06",€,/ud.
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica de naranja Iso drink,6 latas x 330 ml, ,"2,40",€,/pack
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica de naranja Iso drink,Lata,330 ml,"0,40",€,/ud.
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica Iso On blue Hacendado,Botella,"1,5 L","1,55",€,/ud.
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica Iso On blue Hacendado,Botella,500 ml,"0,60",€,/ud.
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica azul Powerade,Botella,500 ml,"1,00",€,/ud.
Agua y refrescos,Isotónico y energético,Isotónico,Bebida isotónica soluble sabor limón Enervit Sport,Bote,14 dosis (420 g),"8,95",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Bebida energética light Hacendado,Lata,250 ml,"0,45",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Energy Ultra zero Monster,4 latas x 500 ml, ,"6,32",€,/pack
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Energy Ultra zero Monster,Lata,500 ml,"1,70",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Malta Maltín Polar,207 ml, ,"1,00",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Bebida energética energy Monster,4 latas x 500 ml, ,"6,32",€,/pack
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Energy Monster,Lata,500 ml,"1,70",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Energy Drink,Botella,"1,5 L","1,60",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Energy Drink,6 latas x 250 ml, ,"2,70",€,/pack
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Energy Drink,Lata,250 ml,"0,45",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Red Bull,4 latas x 250 ml, ,"4,36",€,/pack
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Red Bull,Lata,250 ml,"1,24",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Bebida energética original Burn,4 latas x 500 ml, ,"4,40",€,/pack
Agua y refrescos,Isotónico y energético,Energético,Bebida energética original Burn,Lata,500 ml,"1,19",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Gel energético con cafeína Enervit Sport sabor cítricos,3 ud. x 32 g, ,"3,60",€,/pack
Agua y refrescos,Isotónico y energético,Energético,Gel energético Enervit Sport sabor naranja,3 ud. x 32 g, ,"3,60",€,/pack
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Mango Loco Monster,4 latas x 500 ml, ,"6,32",€,/pack
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Mango Loco Monster,Lata,500 ml,"1,70",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Furious Energy drink,Lata,500 ml,"1,00",€,/ud.
Agua y refrescos,Isotónico y energético,Energético,Bebida energética Tropic Energy drink,Lata,500 ml,"1,00",€,/ud.
Agua y refrescos,Refresco de cola,Cola clásica,Refresco Coca-Cola,2 botellas x 2 L, ,"4,00",€,/pack
Agua y refrescos,Refresco de cola,Cola clásica,Refresco Coca-Cola,Botella,2 L,"2,10",€,/ud.
Agua y refrescos,Refresco de cola,Cola clásica,Refresco Coca-Cola,Botella,"1,25 L","1,25",€,/ud.
Agua y refrescos,Refresco de cola,Cola clásica,Refresco Coca-Cola,4 botellas x 500 ml, ,"4,64",€,/pack
Agua y refrescos,Refresco de cola,Cola clásica,Refresco Coca-Cola,Botella,500 ml,"1,39",€,/ud.
Agua y refrescos,Refresco de cola,Cola clásica,Refresco Coca-Cola,12 latas x 330 ml, ,"9,12",€,/pack
Agua y refrescos,Refresco de cola,Cola clásica,Refresco Coca-Cola,Lata,330 ml,"0,85",€,/ud.
Agua y refrescos,Refresco de cola,Cola clásica,Refresco cola Hacendado,Botella,2 L,"0,80",€,/ud.
Agua y refrescos,Refresco de cola,Cola clásica,Refresco cola Hacendado,6 latas x 330 ml, ,"2,04",€,/pack
Agua y refrescos,Refresco de cola,Cola clásica,Refresco cola Hacendado,Lata,330 ml,"0,34",€,/ud.
Agua y refrescos,Refresco de cola,Cola clásica,Refresco cola Pepsi,Botella,"1,75 L","1,69",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero azúcar,12 latas x 330 ml, ,"9,12",€,/pack
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero azúcar,Lata,330 ml,"0,85",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero azúcar,2 botellas x 2 L, ,"4,00",€,/pack
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero azúcar,Botella,2 L,"2,10",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero azúcar,Botella,"1,25 L","1,25",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero azúcar,4 botellas x 500 ml, ,"4,64",€,/pack
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero azúcar,Botella,500 ml,"1,39",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola light,12 latas x 330 ml, ,"10,56",€,/pack
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola light,Lata,330 ml,"0,90",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero Zero,12 latas x 330 ml, ,"9,12",€,/pack
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero Zero,Lata,330 ml,"0,85",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero Zero,2 botellas x 2 L, ,"4,00",€,/pack
Agua y refrescos,Refresco de cola,Cola zero,Refresco Coca-Cola Zero Zero,Botella,2 L,"2,10",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco cola Hacendado Zero azúcar,Botella,2 L,"0,70",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco cola Hacendado Zero azúcar,6 latas x 330 ml, ,"1,92",€,/pack
Agua y refrescos,Refresco de cola,Cola zero,Refresco cola Hacendado Zero azúcar,Lata,330 ml,"0,32",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella,2 L,"0,70",€,/ud.
Agua y refrescos,Refresco de cola,Cola zero,Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml, ,"1,92",€,/pack
Agua y refrescos,Refresco de cola,Cola zero,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata,330 ml,"0,32",€,/ud.
Agua y refrescos,Refresco de cola,Cola sin cafeína,Refresco Coca-Cola Zero Zero,12 latas x 330 ml, ,"9,12",€,/pack
Agua y refrescos,Refresco de cola,Cola sin cafeína,Refresco Coca-Cola Zero Zero,Lata,330 ml,"0,85",€,/ud.
Agua y refrescos,Refresco de cola,Cola sin cafeína,Refresco Coca-Cola Zero Zero,2 botellas x 2 L, ,"4,00",€,/pack
Agua y refrescos,Refresco de cola,Cola sin cafeína,Refresco Coca-Cola Zero Zero,Botella,2 L,"2,10",€,/ud.
Agua y refrescos,Refresco de cola,Cola sin cafeína,Refresco Coca-Cola sin cafeína,Lata,330 ml,"0,85",€,/ud.
Agua y refrescos,Refresco de cola,Cola sin cafeína,Refresco Coca-Cola sin cafeína,Botella,2 L,"2,10",€,/ud.
Agua y refrescos,Refresco de cola,Cola sin cafeína,Refresco cola Hacendado Zero azúcar Zero cafeína,Botella,2 L,"0,70",€,/ud.
Agua y refrescos,Refresco de cola,Cola sin cafeína,Refresco cola Hacendado Zero azúcar Zero cafeína,6 latas x 330 ml, ,"1,92",€,/pack
Agua y refrescos,Refresco de cola,Cola sin cafeína,Refresco cola Hacendado Zero azúcar Zero cafeína,Lata,330 ml,"0,32",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco Fanta limón,Botella,2 L,"1,50",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco Fanta limón,9 latas x 330 ml, ,"6,03",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco Fanta limón,Lata,330 ml,"0,70",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco Fanta limón zero azúcares añadidos,Lata,330 ml,"0,70",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco de limón Hacendado fresh gas,Botella,2 L,"0,90",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco de limón Hacendado fresh gas,6 latas x 330 ml, ,"1,92",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco de limón Hacendado fresh gas,Lata,330 ml,"0,32",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco de limón Hacendado zero azúcar fresh gas,Botella,2 L,"0,87",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco de limón Hacendado zero azúcar fresh gas,6 latas x 330 ml, ,"2,10",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco de limón Hacendado zero azúcar fresh gas,Lata,330 ml,"0,35",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco limón Schweppes original,8 latas x 330 ml, ,"5,36",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Limón,Refresco limón Schweppes original,Lata,330 ml,"0,89",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Lima limón,Refresco lima limón Sprite,Botella,2 L,"1,19",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Lima limón,Refresco lima limón Sprite,8 latas x 330 ml, ,"4,00",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Lima limón,Refresco lima limón Sprite,Lata,330 ml,"0,53",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Lima limón,Refresco lima limón Hacendado fresh gas,Botella,2 L,"0,90",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Lima limón,Refresco lima limón Hacendado fresh gas,6 latas x 330 ml, ,"2,10",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Lima limón,Refresco lima limón Hacendado fresh gas,Lata,330 ml,"0,35",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Lima limón,Refresco lima limón Hacendado zero azúcar fresh gas,Botella,2 L,"0,87",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco Fanta naranja,2 botellas x 2 L, ,"2,92",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco Fanta naranja,Botella,2 L,"1,75",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco Fanta naranja,9 latas x 330 ml, ,"6,03",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco Fanta naranja,Lata,330 ml,"0,70",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco Fanta naranja zero azúcares añadidos,Botella,2 L,"1,75",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco Fanta naranja zero azúcares añadidos,Lata,330 ml,"0,70",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco de naranja Hacendado fresh gas,Botella,2 L,"0,90",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco de naranja Hacendado fresh gas,6 latas x 330 ml, ,"1,92",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco de naranja Hacendado fresh gas,Lata,330 ml,"0,32",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco de naranja Hacendado zero fresh gas,Botella,2 L,"0,87",€,/ud.
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco de naranja Hacendado zero fresh gas,6 latas x 330 ml, ,"2,10",€,/pack
Agua y refrescos,Refresco de naranja y de limón,Naranja,Refresco de naranja Hacendado zero fresh gas,Lata,330 ml,"0,35",€,/ud.
Agua y refrescos,Tónica y bitter,Tónica,Tónica original Schweppes,8 latas x 330 ml, ,"5,36",€,/pack
Agua y refrescos,Tónica y bitter,Tónica,Tónica original Schweppes,Lata,330 ml,"0,89",€,/ud.
Agua y refrescos,Tónica y bitter,Tónica,Tónica original Schweppes,Botella,1 L,"1,70",€,/ud.
Agua y refrescos,Tónica y bitter,Tónica,Tónica original Schweppes,6 botellines x 200 ml, ,"5,28",€,/pack
Agua y refrescos,Tónica y bitter,Tónica,Tónica original Schweppes,Botellín,200 ml,"1,06",€,/ud.
Agua y refrescos,Tónica y bitter,Tónica,Tónica Hacendado,Botella,"1,5 L","0,90",€,/ud.
Agua y refrescos,Tónica y bitter,Tónica,Tónica Hacendado,6 latas x 330 ml, ,"2,22",€,/pack
Agua y refrescos,Tónica y bitter,Tónica,Tónica Hacendado,Lata,330 ml,"0,37",€,/ud.
Agua y refrescos,Tónica y bitter,Tónica,Tónica zero calorías Schweppes,8 latas x 330 ml, ,"5,36",€,/pack
Agua y refrescos,Tónica y bitter,Tónica,Tónica zero calorías Schweppes,Lata,330 ml,"0,89",€,/ud.
Agua y refrescos,Tónica y bitter,Tónica,Tónica Nordic Mist,8 latas x 250 ml, ,"4,40",€,/pack
Agua y refrescos,Tónica y bitter,Tónica,Tónica Nordic Mist,Lata,250 ml,"0,64",€,/ud.
Agua y refrescos,Tónica y bitter,Tónica,Ginger ale Schweppes,8 latas x 330 ml, ,"5,36",€,/pack
Agua y refrescos,Tónica y bitter,Tónica,Ginger ale Schweppes,Lata,330 ml,"0,89",€,/ud.
Agua y refrescos,Tónica y bitter,Tónica,Tónica pink Schweppes,8 latas x 330 ml, ,"5,36",€,/pack
Agua y refrescos,Tónica y bitter,Tónica,Tónica pink Schweppes,Lata,330 ml,"0,89",€,/ud.
Agua y refrescos,Tónica y bitter,Bitter,Bitter Kas sin alcohol,Lata,330 ml,"0,99",€,/ud.
Agua y refrescos,Tónica y bitter,Bitter,Bitter Kas sin alcohol,6 botellines x 200 ml, ,"5,49",€,/pack
Agua y refrescos,Refresco de té y sin gas,Té,Refresco al limón Nestea,8 latas x 330 ml, ,"6,96",€,/pack
Agua y refrescos,Refresco de té y sin gas,Té,Refresco al limón Nestea,Lata,330 ml,"0,90",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Té,Refresco al limón Nestea,Botella,"1,5 L","1,95",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Té,Refresco té verde Hacendado,Botella,"1,5 L","0,95",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Té,Refresco té sabor limón Hacendado cero,Botella,"1,5 L","0,95",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Té,Refresco té sabor mango Hacendado cero,Botella,"1,5 L","0,95",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Té,Refresco té sabor limón Hacendado,Botella,"1,5 L","0,95",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Té,Refresco ice tea sabor melocotón Hacendado zero,Botella,"1,5 L","0,95",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Té,Refresco té con limón Hacendado para diluir,Caja,12 sobres (36 g),"1,30",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Té,Refresco té con melocotón Hacendado para diluir,Caja,12 sobres (36 g),"1,30",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Limonada Don Simón light sin gas,Botella,2 L,"1,50",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Refresco de naranja Simon Life sin gas,Botella,"1,5 L","1,85",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Refresco de naranja Gold Spring sin gas,Botella,2 L,"1,30",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Refresco de naranja Gold Spring sin gas,4 botellas x 330 ml, ,"1,50",€,/pack
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Refresco fusión de frutas Gold Spring cero sin gas,Botella,2 L,"1,30",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Refresco de naranja Trina sin gas,Botella,"1,5 L","1,65",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Bebida Florida Sunny Delight,Botella,"1,25 L","1,89",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Refresco de manzana sin gas,Botella,"1,5 L","1,00",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Refresco piña-coco Gold Spring cero sin gas,Botella,2 L,"1,30",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Agua de coco Chaokoh 100% natural,Brick,1 L,"2,60",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Refresco sandía Gold Spring cero sin gas,Botella,2 L,"1,30",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Refresco Caribe Gold Spring cero sin gas,Botella,2 L,"1,30",€,/ud.
Agua y refrescos,Refresco de té y sin gas,Otros refrescos sin gas,Limonada Hacendado light sin gas,4 botellas x 330 ml, ,"1,50",€,/pack
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla rellenas de anchoa Hacendado,3 botes x 150 g, ,"2,64",€,/pack
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla rellenas de anchoa Hacendado,3 botes x 50 g, ,"1,45",€,/pack
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla rellenas de anchoa Hacendado,Bote,350 g (150 g escurrido),"0,88",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla Hacendado sin hueso,Tarro,835 g (400 g escurrido),"2,10",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal,3 botes x 50 g, ,"1,65",€,/pack
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso,Tarro,980 g (600 g escurrido),"3,00",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas gazpacha Hacendado con hueso,Tarro,835 g (500 g escurrido),"2,40",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas rellenas de anchoa Hacendado,Bote,350 g (150 g escurrido),"1,45",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla Hacendado sin hueso,3 paquetes x 75 g, ,"1,50",€,/pack
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas estilo caseras Hacendado aliñadas,Tarro,935 g (550 g escurrido),"2,70",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla Hacendado con hueso,Tarro,835 g (500 g escurrido),"2,10",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas rellenas de limón Hacendado,Bote,350 g (150 g escurrido),"1,50",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla aliñadas Hacendado sin hueso,Tarro,420 g (200 g escurrido),"1,70",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso,Tarro,350 g (185 g escurrido),"1,70",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas rellenas de jalapeño Hacendado,Bote,350 g (150 g escurrido),"1,50",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas rellenas de pimiento asado Hacendado,Bote,350 g (150 g escurrido),"1,50",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla sabor anchoa Hacendado con hueso,Tarro,935 g (530 g escurrido),"2,95",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas manzanilla sabor anchoa Hacendado con hueso,Tarro,430 g (250 g escurrido),"1,30",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas aliñadas Hacendado sin hueso,Tarro,835 g (400 g escurrido),"3,10",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas Olives Garcia partida con hueso,Bote,815 g (450 g escurrido),"3,40",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas verdes,Aceitunas gordales con guindilla picante El Cabildo,Tarro,345 g (140 g escurrido),"2,25",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas negras,Aceitunas negras Hacendado sin hueso,Bote,350 g (150 g escurrido),"1,00",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas negras,Aceitunas negras naturales de Aragón Hacendado,Tarro,250 g,"2,10",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas negras,Aceitunas negras Hacendado con hueso,Bote,350 g (185 g escurrido),"1,15",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas negras,Aceitunas negras Hacendado con hueso,Bote,425 g (220 g escurrido),"1,35",€,/ud.
Aperitivos,Aceitunas y encurtidos,Aceitunas negras,Aceitunas negras Hacendado a rodajas,3 botes x 50 g, ,"2,00",€,/pack
